bare	accented	translations_en	translations_de	aspect	partner	imperative_sg	imperative_pl	past_m	past_f	past_n	past_pl	presfut_sg1	presfut_sg2	presfut_sg3	presfut_pl1	presfut_pl2	presfut_pl3
нюхать	ню'хать	smell(verb)	riechen, schnuppern; schnüffeln	imperfective	понюхать	ню'хай	ню'хайте	ню'хал	ню'хала	ню'хало	ню'хали	ню'хаю	ню'хаешь	ню'хает	ню'хаем	ню'хаете	ню'хают
забежать	забежа'ть	come by, call on, drop in; reach by running, run to	vorbeikommen, einen Sprung machen	perfective	забегать	забеги'	забеги'те	забежа'л	забежа'ла	забежа'ло	забежа'ли	забегу'	забежи'шь	забежи'т	забежи'м	забежи'те	забегу'т
заиграть	заигра'ть	begin to play, strike up a tune, begin to sparkle	liebäugeln	perfective	заигрывать	заигра'й	заигра'йте	заигра'л	заигра'ла	заигра'ло	заигра'ли	заигра'ю	заигра'ешь	заигра'ет	заигра'ем	заигра'ете	заигра'ют
присаживаться	приса'живаться	sit down, take a seat	sich kurz hinsetzen, sich dazusetzen; zugesetzt werden, als └ Zusatzstoff / Additiv ┘ zugeben werden	imperfective	присесть; присади́ться	приса'живайся	приса'живайтесь	приса'живался	приса'живалась	приса'живалось	приса'живались	приса'живаюсь	приса'живаешься	приса'живается	приса'живаемся	приса'живаетесь	приса'живаются
угадывать	уга'дывать	guess right, divine	raten, erraten	imperfective	угадать	уга'дывай	уга'дывайте	уга'дывал	уга'дывала	уга'дывало	уга'дывали	уга'дываю	уга'дываешь	уга'дывает	уга'дываем	уга'дываете	уга'дывают
повлиять	повлия'ть	influence, have an influence, affect	einwirken; beeinflussen	perfective	влиять	повлия'й	повлия'йте	повлия'л	повлия'ла	повлия'ло	повлия'ли	повлия'ю	повлия'ешь	повлия'ет	повлия'ем	повлия'ете	повлия'ют
кидаться	кида'ться	throw, fling, shy	sich stürzen, eilen, rennen; um sich werfen	imperfective	кинуться	кида'йся	кида'йтесь	кида'лся	кида'лась	кида'лось	кида'лись	кида'юсь	кида'ешься	кида'ется	кида'емся	кида'етесь	кида'ются
пригрозить	пригрози'ть	threaten	drohen, einschüchtern	perfective	грозить	пригрози'	пригрози'те	пригрози'л	пригрози'ла	пригрози'ло	пригрози'ли	пригрожу'	пригрози'шь	пригрози'т	пригрози'м	пригрози'те	пригрозя'т
гласить	гласи'ть	say, run, read	lauten	imperfective	-	гласи'	гласи'те	гласи'л	гласи'ла	гласи'ло	гласи'ли	глашу'	гласи'шь	гласи'т	гласи'м	гласи'те	глася'т
сообщаться	сообща'ться	be communicated, communicate, be in communication	sich mitteilen, sich herumsprechen	imperfective	сообщиться	сообща'йся	сообща'йтесь	сообща'лся	сообща'лась	сообща'лось	сообща'лись	сообща'юсь	сообща'ешься	сообща'ется	сообща'емся	сообща'етесь	сообща'ются
разлить	разли'ть	spill, pour out, bottle	vergießen, verschütten, eingießen, einschenken	perfective	разливать	разле'й	разле'йте	разли'л	разлила'	разли'ло	разли'ли	разолью'	разольёшь	разольёт	разольём	разольёте	разолью'т
сгинуть	сги'нуть	disappear, vanish	umkommen, verschwinden, verloren gehen	perfective	гинуть	сги'нь	сги'ньте	сги'нул	сги'нула	сги'нуло	сги'нули	сги'ну	сги'нешь	сги'нет	сги'нем	сги'нете	сги'нут
отреагировать	отреаги'ровать	react	reagieren	perfective	реагировать	отреаги'руй	отреаги'руйте	отреаги'ровал	отреаги'ровала	отреаги'ровало	отреаги'ровали	отреаги'рую	отреаги'руешь	отреаги'рует	отреаги'руем	отреаги'руете	отреаги'руют
управиться	упра'виться		schaffen, zurechtkommen, erledigen	perfective	управляться	упра'вься	упра'вьтесь	упра'вился	упра'вилась	упра'вилось	упра'вились	упра'влюсь	упра'вишься	упра'вится	упра'вимся	упра'витесь	упра'вятся
подставлять	подставля'ть	put, place, move up, put near, substitute, hold up, offer	unterstellen, unterschieben; bereitstellen, heranrücken	imperfective	подставить	подставля'й	подставля'йте	подставля'л	подставля'ла	подставля'ло	подставля'ли	подставля'ю	подставля'ешь	подставля'ет	подставля'ем	подставля'ете	подставля'ют
причинить	причини'ть	cause, occasion	verursachen, zufügen	perfective	причинять	причини'	причини'те	причини'л	причини'ла	причини'ло	причини'ли	причиню'	причини'шь	причини'т	причини'м	причини'те	причиня'т
отыскивать	оты'скивать	find, track down, run to earth, look for, search	suchen, auf der Suche sein	imperfective	отыскать	оты'скивай	оты'скивайте	оты'скивал	оты'скивала	оты'скивало	оты'скивали	оты'скиваю	оты'скиваешь	оты'скивает	оты'скиваем	оты'скиваете	оты'скивают
раздвинуть	раздви'нуть		auseinanderrücken, auseinanderziehen, ausziehen	perfective	раздвигать	раздви'нь	раздви'ньте	раздви'нул	раздви'нула	раздви'нуло	раздви'нули	раздви'ну	раздви'нешь	раздви'нет	раздви'нем	раздви'нете	раздви'нут
разливать	разлива'ть	spill, pour out, bottle	ausgießen; abfüllen, ausschenken, eingießen, einschenken; vergießen, verschütten; begießen, mit einem kalten Guss überschütten (um Streitende zu trennen)	imperfective	разлить	разлива'й	разлива'йте	разлива'л	разлива'ла	разлива'ло	разлива'ли	разлива'ю	разлива'ешь	разлива'ет	разлива'ем	разлива'ете	разлива'ют
